User ID;Month;Macro Reason;Micro Reason;Financial Value (BRL);Cost Center
011002A2;December;bugs;App Crash;4,66;Product UX/UI
56342EAA;December;payments;Campaign;23,92;OPS Driver
16E5F7FB;December;payments;Campaign;118,13;OPS Driver
FCD2D116;November;payments;Campaign;68,72;OPS Driver
77B6C42E;December;feedbacks;Suggestion;1,34;OPS Driver
4EB11FDC;December;payments;Campaign;43,19;OPS Driver
8E8CCB0D;September;card;Card Linking;0,34;OPS Driver
A6C14194;October;payments;Campaign;168,66;OPS Driver
A6BF13B8;August;incentives;Bonus Eligibility;5,21;OPS Driver
3CCB3DF4;October;card;Card Linking;3,09;OPS Driver
CD044B7A;October;payments;Campaign;103,96;OPS Driver
18F89BB6;September;onboarding;App Download;7,21;OPS Driver
D07B40AA;November;payments;Campaign;268,27;OPS Driver
CB084806;October;payments;Campaign;2,37;OPS Driver
A5EB6C93;October;onboarding;ID Verification;1,59;OPS Driver
20D98FAA;October;incentives;Promo Code Not Working;3,34;OPS Driver
CA3572C5;August;incentives;Promo Code Not Working;7,44;OPS Driver
DFD5F16D;August;incentives;Promo Code Not Working;8,21;OPS Driver
EA929E76;August;onboarding;First Ride Guide;4,12;OPS Driver
029B5D38;October;bugs;App Crash;9,23;Product UX/UI
817355E7;December;card;Card Linking;0,95;OPS Driver
C2D79FB5;October;onboarding;App Download;9,66;OPS Driver
84BED868;November;incentives;Bonus Eligibility;1,94;OPS Driver
A60D5317;November;payments;Campaign;187,29;OPS Driver
4779069A;December;payments;Campaign;7,38;OPS Driver
276B9617;December;payments;Campaign;121,37;OPS Driver
4E0A45C7;December;payments;Campaign;69,02;OPS Driver
188130A4;November;bugs;App Crash;4,05;Product UX/UI
7DC70A58;October;payments;Bugs;63,34;Product UX/UI
537C6602;September;general questions;Referral Program;9,03;OPS Driver
D94221CC;September;incentives;Bonus Eligibility;2,39;OPS Driver
505000B9;December;payments;Campaign;103,03;OPS Driver
07FEF9C1;October;onboarding;App Download;2,32;OPS Driver
8788C087;November;bugs;GPS Glitch;8,14;Product UX/UI
CFFBF902;August;general questions;App Navigation;2,7;OPS Driver
4A74C5D8;December;payments;Campaign;154,8;OPS Driver
F0FF5007;November;card;Card Linking;7,16;OPS Driver
A27A0A58;July;onboarding;App Download;0,86;OPS Driver
CFE3B419;July;payments;Others;98,35;OPS Driver
7A3E1B03;October;incentives;Bonus Eligibility;1,71;OPS Driver
592134CB;December;payments;Campaign;105,69;OPS Driver
A49A695F;August;payments;Bugs;31,65;Product UX/UI
DE6E0A80;December;onboarding;ID Verification;8,76;OPS Driver
6713A898;November;onboarding;First Ride Guide;8,89;OPS Driver
FB75F59C;October;general questions;App Navigation;5,17;OPS Driver
CBC2735B;August;onboarding;ID Verification;0,47;OPS Driver
954105F7;October;incentives;Promo Code Not Working;0,54;OPS Driver
654DCE10;October;general questions;Referral Program;2,82;OPS Driver
681F8D87;December;payments;Campaign;104,67;OPS Driver
0A7444BD;December;bugs;App Crash;3,86;Product UX/UI
F6D9C056;December;feedbacks;Suggestion;5,5;OPS Driver
F6C75DE6;December;incentives;Bonus Eligibility;0,3;OPS Driver
171D53F7;December;payments;Campaign;4,56;OPS Driver
6165DF09;July;onboarding;App Download;8,96;OPS Driver
1D280E40;December;payments;Campaign;26,77;OPS Driver
A9CA0448;August;onboarding;First Ride Guide;1,35;OPS Driver
B1C138EC;October;payments;Bugs;56,87;Product UX/UI
021982A9;October;payments;Bugs;78,49;Product UX/UI
DCC34BDF;August;general questions;App Navigation;6,45;OPS Driver
E8395783;November;feedbacks;Driver Compliment;6,96;OPS Driver
F9D77616;December;card;Expired Card;3,46;OPS Driver
63EDD632;December;payments;Campaign;83,33;OPS Driver
C89C8AC5;July;incentives;Bonus Eligibility;8,71;OPS Driver
B0560ACA;December;others;Miscellaneous;9,99;OPS Driver
623E4C52;September;incentives;Promo Code Not Working;8,59;OPS Driver
39FCA7C4;October;others;Miscellaneous;2,79;OPS Driver
086AAB64;July;bugs;App Crash;7,79;Product UX/UI
05ECC3DF;October;card;Card Linking;7,93;OPS Driver
39CFB705;December;payments;Campaign;36,82;OPS Driver
01A03BAE;November;onboarding;ID Verification;7,35;OPS Driver
6B74B40A;September;onboarding;App Download;3,55;OPS Driver
57E0EABF;July;feedbacks;Suggestion;8,65;OPS Driver
A38720FF;September;onboarding;First Ride Guide;5,94;OPS Driver
896E00D9;September;feedbacks;Driver Compliment;3,17;OPS Driver
302F3C46;September;feedbacks;Suggestion;9,34;OPS Driver
9628A0B2;August;payments;Others;100,79;OPS Driver
8706B4A3;November;payments;Campaign;81,81;OPS Driver
3124BDB5;August;others;Miscellaneous;8,43;OPS Driver
90D680DB;December;bugs;App Crash;5,09;Product UX/UI
B0B712A0;December;payments;Campaign;109,89;OPS Driver
93818F2B;August;onboarding;App Download;3,06;OPS Driver
F53BC676;December;payments;Campaign;10,57;OPS Driver
96A1D936;July;onboarding;ID Verification;5,55;OPS Driver
4B53BAF0;July;onboarding;ID Verification;4,13;OPS Driver
EFF622FB;September;incentives;Promo Code Not Working;3,55;OPS Driver
9F85DF8A;December;general questions;App Navigation;4,4;OPS Driver
24AF4300;December;general questions;Terms of Service;0,68;OPS Driver
05E3BFAE;December;incentives;Promo Code Not Working;2,31;OPS Driver
1200995F;December;payments;Campaign;63,76;OPS Driver
158FA58E;December;payments;Campaign;106,33;OPS Driver
464BC338;October;bugs;GPS Glitch;6,16;Product UX/UI
CA258C23;December;onboarding;First Ride Guide;0,31;OPS Driver
7C9197A7;August;others;Miscellaneous;3,1;OPS Driver
F27D5F70;July;onboarding;First Ride Guide;8,04;OPS Driver
BBEE013E;October;general questions;Referral Program;4,2;OPS Driver
0EE1EC6B;December;payments;Campaign;110,0;OPS Driver
FFDB9A66;August;incentives;Promo Code Not Working;5,21;OPS Driver
44F9244F;September;general questions;App Navigation;0,51;OPS Driver
A168DDA5;September;payments;Bugs;275,95;Product UX/UI
3E3C249C;July;onboarding;App Download;4,82;OPS Driver
59B43F91;August;incentives;Bonus Eligibility;9,65;OPS Driver
91A7086A;September;onboarding;App Download;9,78;OPS Driver
AB92CACE;November;incentives;Promo Code Not Working;9,51;OPS Driver
19F7A654;December;bugs;GPS Glitch;8,18;Product UX/UI
E1B155FD;October;others;Miscellaneous;3,4;OPS Driver
3D90F953;December;bugs;GPS Glitch;1,32;Product UX/UI
C4DE7615;December;payments;Campaign;239,12;OPS Driver
32FA28AF;August;bugs;GPS Glitch;3,25;Product UX/UI
528DA28A;December;onboarding;App Download;1,6;OPS Driver
FD7A5AF2;November;payments;Campaign;60,17;OPS Driver
FF958D05;December;onboarding;App Download;8,51;OPS Driver
BF2D7C35;December;bugs;App Crash;3,45;Product UX/UI
CB3B187D;August;payments;Campaign;171,93;OPS Driver
1A0C4C96;July;payments;Bugs;105,4;Product UX/UI
37839248;November;card;Expired Card;6,03;OPS Driver
1CD79A9E;December;bugs;App Crash;8,95;Product UX/UI
6A08D508;November;feedbacks;Suggestion;6,39;OPS Driver
3326158A;September;onboarding;ID Verification;4,84;OPS Driver
0D1993C3;July;onboarding;First Ride Guide;7,67;OPS Driver
6602FEE3;October;card;Card Linking;8,81;OPS Driver
4F6FBA0D;November;payments;Campaign;19,58;OPS Driver
FB69FD35;November;general questions;App Navigation;5,59;OPS Driver
4B1B7A42;November;bugs;App Crash;6,67;Product UX/UI
DE54C755;October;onboarding;App Download;6,88;OPS Driver
9507E2BE;July;payments;Optimizer miscalculation;346,42;Product UX/UI
460210C2;December;feedbacks;Suggestion;5,6;OPS Driver
E8A2087D;July;bugs;App Crash;4,73;Product UX/UI
B0933B96;September;payments;Ride with assault (Safety);48,29;OPS Driver
E2140872;August;onboarding;First Ride Guide;1,55;OPS Driver
E13E1C21;December;payments;Campaign;68,84;OPS Driver
CEBA59FB;August;feedbacks;Suggestion;3,28;OPS Driver
FFB534E6;October;general questions;App Navigation;0,72;OPS Driver
A32D9C4D;November;onboarding;App Download;3,94;OPS Driver
219B2E80;October;payments;Improper collection of ride tax;21,44;Product UX/UI
F573B1DC;December;payments;Campaign;101,45;OPS Driver
9E63500D;October;payments;Campaign;19,52;OPS Driver
90A4AFE4;October;onboarding;First Ride Guide;8,91;OPS Driver
AF4A41FB;December;card;Expired Card;3,1;OPS Driver
85F874BA;December;payments;Campaign;261,81;OPS Driver
8DAFF7E4;December;payments;Campaign;266,66;OPS Driver
07EF6C7F;October;incentives;Bonus Eligibility;9,37;OPS Driver
3D7A474D;September;feedbacks;Driver Compliment;7,93;OPS Driver
EC7EE8DB;November;payments;Campaign;116,76;OPS Driver
98CED9BF;October;onboarding;First Ride Guide;1,08;OPS Driver
3957C690;August;payments;Miscalculation of road toll;89,05;Product UX/UI
05C27065;October;onboarding;First Ride Guide;0,34;OPS Driver
27267770;December;payments;Campaign;100,54;OPS Driver
70A35C7D;November;card;Card Linking;8,58;OPS Driver
0E989F48;November;payments;Campaign;165,23;OPS Driver
52035F55;November;bugs;App Crash;7,37;Product UX/UI
93C4C495;October;incentives;Promo Code Not Working;5,34;OPS Driver
12D6C33E;July;onboarding;App Download;5,85;OPS Driver
165B6D19;July;card;Expired Card;1,5;OPS Driver
CFB2EFF6;August;payments;Campaign;349,17;OPS Driver
AD252D3E;December;incentives;Bonus Eligibility;4,49;OPS Driver
56ED40C3;December;payments;Campaign;115,81;OPS Driver
BF109337;August;bugs;App Crash;9,55;Product UX/UI
76F13018;September;onboarding;App Download;5,99;OPS Driver
204107ED;November;payments;Campaign;88,63;OPS Driver
57DE8965;November;payments;Campaign;239,43;OPS Driver
314CABA1;December;payments;Campaign;57,29;OPS Driver
21146BF8;July;payments;Optimizer miscalculation;69,07;Product UX/UI
0E635A70;November;card;Expired Card;2,14;OPS Driver
774FF329;November;payments;Optimizer miscalculation;50,73;Product UX/UI
F6498E0E;December;payments;Campaign;121,15;OPS Driver
4D48DFF4;December;payments;Not Validated PIN;205,88;Product UX/UI
D033668A;December;payments;Optimizer miscalculation;59,21;Product UX/UI
65263C94;October;others;Miscellaneous;4,36;OPS Driver
1402922C;September;card;Card Linking;9,52;OPS Driver
BD83FC45;August;payments;Campaign;26,87;OPS Driver
006BFE17;August;general questions;Terms of Service;7,94;OPS Driver
158BDE42;December;payments;Campaign;77,02;OPS Driver
AEDE405B;December;onboarding;First Ride Guide;2,82;OPS Driver
8AB7D12B;July;payments;Campaign;65,33;OPS Driver
D284A397;November;payments;Car Wash (UAU);113,29;UAU
8EA6871A;October;payments;Campaign;24,2;OPS Driver
11DB64EA;October;others;Miscellaneous;0,89;OPS Driver
826CAA96;November;onboarding;App Download;8,49;OPS Driver
54E30A4B;August;onboarding;ID Verification;0,61;OPS Driver
026760F2;November;payments;Campaign;30,79;OPS Driver
03238CB8;December;payments;Campaign;201,78;OPS Driver
42FB6D3C;October;payments;Campaign;121,27;OPS Driver
91DBFC88;August;incentives;Promo Code Not Working;4,14;OPS Driver
928362E2;November;payments;Campaign;258,51;OPS Driver
A503AF81;September;onboarding;App Download;0,99;OPS Driver
0E9E785A;August;onboarding;App Download;7,17;OPS Driver
ADAC5164;August;bugs;GPS Glitch;8,85;Product UX/UI
D54C85E9;September;general questions;App Navigation;1,86;OPS Driver
578FE134;November;payments;Campaign;188,71;OPS Driver
C11085FE;December;payments;Optimizer miscalculation;114,89;Product UX/UI
0803541F;September;general questions;Referral Program;0,98;OPS Driver
A9645C3D;November;payments;Others;201,93;OPS Driver
B24C946A;August;general questions;App Navigation;8,55;OPS Driver
869FEA83;December;onboarding;App Download;1,71;OPS Driver
B0D01824;October;payments;Campaign;74,89;OPS Driver
B3818B24;December;incentives;Bonus Eligibility;7,46;OPS Driver
6F743108;July;onboarding;ID Verification;7,38;OPS Driver
2534B398;November;onboarding;ID Verification;7,57;OPS Driver
B79A71D9;November;onboarding;ID Verification;4,54;OPS Driver
7A112E6B;October;general questions;Terms of Service;7,17;OPS Driver
8DAE54EF;October;onboarding;App Download;4,81;OPS Driver
09D6ED95;October;onboarding;ID Verification;2,76;OPS Driver
1E6F36B1;November;card;Card Linking;8,03;OPS Driver
3C0D6AC7;December;incentives;Promo Code Not Working;3,55;OPS Driver
E088002A;July;onboarding;ID Verification;9,22;OPS Driver
C3108C8C;July;feedbacks;Driver Compliment;6,04;OPS Driver
1BDFC1C2;November;payments;Optimizer miscalculation;181,08;Product UX/UI
EC93FBC2;December;payments;Campaign;56,14;OPS Driver
BB8B3CC9;July;general questions;App Navigation;2,8;OPS Driver
8AF6CC48;December;onboarding;App Download;1,56;OPS Driver
981CBF8B;October;payments;Optimizer miscalculation;173,58;Product UX/UI
BBB8E354;December;payments;Optimizer miscalculation;39,15;Product UX/UI
6A61109E;August;card;Card Linking;5,64;OPS Driver
15D50A4A;September;others;Miscellaneous;9,73;OPS Driver
E39613D0;October;others;Miscellaneous;9,2;OPS Driver
5B3D944E;October;incentives;Promo Code Not Working;4,93;OPS Driver
0249FE52;October;feedbacks;Suggestion;9,44;OPS Driver
E4541A9F;July;card;Card Linking;2,18;OPS Driver
7CB80FCB;October;payments;Campaign;60,67;OPS Driver
8D60CDDA;August;others;Miscellaneous;9,58;OPS Driver
AD065652;November;onboarding;First Ride Guide;9,05;OPS Driver
AEC8ECEE;December;payments;Campaign;105,13;OPS Driver
8FD7B5A4;October;bugs;GPS Glitch;7,07;Product UX/UI
2160BF01;August;general questions;App Navigation;5,04;OPS Driver
DDB2484D;December;onboarding;ID Verification;7,39;OPS Driver
817C0BF6;September;card;Expired Card;8,79;OPS Driver
D67119A5;October;onboarding;First Ride Guide;2,37;OPS Driver
7E93B8A5;August;onboarding;ID Verification;1,17;OPS Driver
107173B0;October;onboarding;ID Verification;5,04;OPS Driver
A0A99DD4;September;payments;Others;43,21;OPS Driver
D23DD6B8;September;onboarding;App Download;9,59;OPS Driver
AADEE601;August;others;Miscellaneous;4,98;OPS Driver
2F5BD601;August;onboarding;ID Verification;0,74;OPS Driver
E9CBB479;September;incentives;Bonus Eligibility;9,75;OPS Driver
5B131FDE;December;others;Miscellaneous;2,46;OPS Driver
9F63DC00;July;feedbacks;Driver Compliment;0,86;OPS Driver
12290938;December;onboarding;App Download;2,9;OPS Driver
C4A23302;November;payments;Campaign;329,64;OPS Driver
5CE831A5;August;general questions;Terms of Service;0,32;OPS Driver
D576A1B0;November;onboarding;ID Verification;2,72;OPS Driver
BB7EC33E;November;general questions;App Navigation;5,53;OPS Driver
80B2268E;November;others;Miscellaneous;6,96;OPS Driver
0CF335DA;September;card;Card Linking;0,31;OPS Driver
24F2FECB;October;feedbacks;Suggestion;2,75;OPS Driver
A0AC50CB;December;payments;Campaign;11,5;OPS Driver
48538904;November;card;Expired Card;1,2;OPS Driver
017B5AB2;December;payments;Optimizer miscalculation;64,8;Product UX/UI
799BD1DC;November;incentives;Promo Code Not Working;7,5;OPS Driver
6EF7E8F7;October;card;Expired Card;0,47;OPS Driver
1A7D9538;November;payments;Optimizer miscalculation;76,01;Product UX/UI
B51BF5F8;December;onboarding;ID Verification;0,86;OPS Driver
1EF448D1;September;incentives;Bonus Eligibility;9,66;OPS Driver
318CB847;August;onboarding;App Download;6,28;OPS Driver
348B8402;November;bugs;App Crash;7,56;Product UX/UI
D08152F3;July;onboarding;First Ride Guide;3,78;OPS Driver
18D69A9D;July;onboarding;App Download;4,01;OPS Driver
5DA9E18D;October;onboarding;App Download;6,33;OPS Driver
B78AEFA2;November;payments;Campaign;3,51;OPS Driver
6E5B9615;December;payments;Campaign;107,04;OPS Driver
2EDCD113;December;payments;Campaign;75,03;OPS Driver
16315AF9;December;feedbacks;Suggestion;2,23;OPS Driver
0DDA0091;October;general questions;Terms of Service;5,45;OPS Driver
26E3EE88;December;payments;Campaign;36,51;OPS Driver
17770E97;August;onboarding;ID Verification;8,34;OPS Driver
E774FAF5;November;general questions;Referral Program;7,66;OPS Driver
C5CE2600;September;incentives;Bonus Eligibility;5,33;OPS Driver
69DBD23F;October;payments;Car Wash (UAU);18,34;UAU
F034A3DC;August;payments;Miscalculation of road toll;74,47;Product UX/UI
D210C31E;December;payments;Others;37,56;OPS Driver
7F0197E4;December;payments;Campaign;30,42;OPS Driver
35C7E64E;August;payments;Others;318,77;OPS Driver
F5B59FB9;November;others;Miscellaneous;6,2;OPS Driver
543433B3;August;onboarding;ID Verification;2,21;OPS Driver
534E9C84;August;payments;Others;176,25;OPS Driver
07076D4F;August;feedbacks;Driver Compliment;6,68;OPS Driver
BDC2F0F4;September;feedbacks;Suggestion;0,43;OPS Driver
3CF306E5;December;payments;Campaign;1,96;OPS Driver
1435A001;December;general questions;App Navigation;8,73;OPS Driver
E3812C21;December;payments;Campaign;72,78;OPS Driver
A87178A5;October;onboarding;App Download;7,61;OPS Driver
AD3E8ED2;December;payments;Campaign;103,89;OPS Driver
3F6539C0;September;card;Expired Card;8,56;OPS Driver
AEE7D3CD;August;payments;Bugs;54,1;Product UX/UI
BB698658;October;card;Expired Card;5,84;OPS Driver
10A76472;December;payments;Not Validated PIN;18,19;Product UX/UI
4554454D;September;incentives;Promo Code Not Working;7,59;OPS Driver
981FDDC1;November;payments;Campaign;49,47;OPS Driver
28F9BDC8;December;payments;Campaign;80,11;OPS Driver
9C29A37E;October;general questions;Referral Program;8,92;OPS Driver
4F47A13A;November;onboarding;ID Verification;3,32;OPS Driver
AD13248F;December;card;Card Linking;1,78;OPS Driver
D79B53B1;September;general questions;App Navigation;4,19;OPS Driver
9758A864;July;general questions;Referral Program;0,65;OPS Driver
95D8CAD6;August;onboarding;First Ride Guide;6,25;OPS Driver
E9F2EEFE;December;payments;Campaign;85,21;OPS Driver
BAE1F19A;October;payments;Miscalculation of road toll;42,11;Product UX/UI
ED76E5FB;September;others;Miscellaneous;7,64;OPS Driver
70A35C7D;November;general questions;Terms of Service;2,11;OPS Driver
BF413E73;August;onboarding;First Ride Guide;5,23;OPS Driver
E6A191D6;October;onboarding;ID Verification;5,4;OPS Driver
D7F81246;December;payments;Campaign;38,57;OPS Driver
16005971;October;incentives;Promo Code Not Working;2,16;OPS Driver
6E4099DA;December;payments;Optimizer miscalculation;62,03;Product UX/UI
9A21B644;December;payments;Campaign;2,53;OPS Driver
249BA06B;July;bugs;App Crash;0,76;Product UX/UI
2A861F21;August;general questions;Referral Program;9,48;OPS Driver
C924C9D9;November;incentives;Promo Code Not Working;4,77;OPS Driver
37F973E8;October;payments;Campaign;133,66;OPS Driver
32E79369;December;payments;Campaign;1,81;OPS Driver
37864159;July;card;Expired Card;5,95;OPS Driver
F007B130;July;others;Miscellaneous;0,64;OPS Driver
1343495D;September;onboarding;ID Verification;7,44;OPS Driver
8AED6AAA;November;bugs;App Crash;3,0;Product UX/UI
CB47CC43;September;onboarding;App Download;0,3;OPS Driver
4EFDE51A;December;payments;Car Wash (UAU);116,03;UAU
514E2E95;November;payments;Campaign;301,53;OPS Driver
F3AD8228;August;general questions;Terms of Service;6,16;OPS Driver
144DDA9A;December;payments;Campaign;369,33;OPS Driver
763655F9;December;feedbacks;Suggestion;7,99;OPS Driver
67567F05;September;onboarding;First Ride Guide;3,63;OPS Driver
560B68B0;December;payments;Campaign;7,29;OPS Driver
D6788D74;November;onboarding;First Ride Guide;9,0;OPS Driver
C138C7B5;July;feedbacks;Driver Compliment;6,04;OPS Driver
079FC674;November;onboarding;First Ride Guide;9,16;OPS Driver
EA6E94C2;December;payments;Campaign;59,54;OPS Driver
9B5006DE;October;payments;Campaign;308,73;OPS Driver
6596BA9B;October;general questions;Referral Program;3,89;OPS Driver
41C97B46;July;others;Miscellaneous;2,85;OPS Driver
72D4035C;December;others;Miscellaneous;4,61;OPS Driver
7B269A49;December;others;Miscellaneous;1,91;OPS Driver
99B628E9;December;payments;Optimizer miscalculation;41,09;Product UX/UI
9B0E4C20;November;onboarding;ID Verification;0,53;OPS Driver
202B219E;September;payments;Bugs;95,08;Product UX/UI
F9AD0AB5;December;payments;Improper collection of ride tax;11,42;Product UX/UI
C4E7AAB3;August;incentives;Bonus Eligibility;6,3;OPS Driver
BB16E927;December;payments;Campaign;39,67;OPS Driver
DE69AA2F;July;onboarding;ID Verification;8,78;OPS Driver
29B21AB9;November;payments;Bugs;74,82;Product UX/UI
638668E7;July;incentives;Promo Code Not Working;4,07;OPS Driver
44329A1D;July;others;Miscellaneous;6,09;OPS Driver
3B722994;August;onboarding;ID Verification;7,48;OPS Driver
632F7F36;July;general questions;Terms of Service;0,33;OPS Driver
E6680A36;November;others;Miscellaneous;6,97;OPS Driver
66F02E95;December;payments;Campaign;109,84;OPS Driver
525BA825;July;bugs;App Crash;1,49;Product UX/UI
A4ADB2EB;July;payments;Bugs;122,44;Product UX/UI
D01D3327;December;onboarding;App Download;0,2;OPS Driver
FF703B0C;August;general questions;Referral Program;1,45;OPS Driver
A7BAE57C;August;payments;Optimizer miscalculation;58,24;Product UX/UI
EB18126F;July;onboarding;App Download;5,97;OPS Driver
D46F6215;December;payments;Campaign;86,75;OPS Driver
BB2E3917;December;payments;Campaign;263,22;OPS Driver
7CA9BC10;October;payments;Campaign;14,19;OPS Driver
FAC58A11;November;onboarding;App Download;2,56;OPS Driver
2BC510F7;December;payments;Campaign;29,92;OPS Driver
DAD568C8;December;payments;Campaign;44,43;OPS Driver
FBCCF456;December;payments;Campaign;24,61;OPS Driver
91C627CB;December;incentives;Promo Code Not Working;9,82;OPS Driver
2043D721;August;onboarding;App Download;6,49;OPS Driver
B468E6AB;August;onboarding;ID Verification;3,01;OPS Driver
76BBFEE2;December;feedbacks;Driver Compliment;7,21;OPS Driver
583B0BE9;October;payments;Campaign;68,81;OPS Driver
488477B0;August;payments;Bugs;32,85;Product UX/UI
2CF3BE10;December;payments;Campaign;38,63;OPS Driver
BF0C683B;November;payments;Optimizer miscalculation;8,19;Product UX/UI
F5CBFF38;September;incentives;Bonus Eligibility;6,81;OPS Driver
BD178EB6;July;bugs;App Crash;0,88;Product UX/UI
13CD3848;December;card;Card Linking;2,51;OPS Driver
149920F2;December;payments;Campaign;118,28;OPS Driver
B1B553B2;August;bugs;App Crash;4,47;Product UX/UI
BFE61711;October;general questions;Terms of Service;2,58;OPS Driver
706D2383;October;card;Expired Card;4,38;OPS Driver
B2F17292;October;card;Card Linking;8,86;OPS Driver
D6923632;December;payments;Campaign;27,34;OPS Driver
4EFF4B87;October;incentives;Promo Code Not Working;8,77;OPS Driver
4BA3F173;December;payments;Campaign;269,35;OPS Driver
49D3CE96;December;payments;Campaign;49,25;OPS Driver
25B74796;September;feedbacks;Suggestion;2,0;OPS Driver
3D4C155C;November;onboarding;First Ride Guide;6,76;OPS Driver
D959F4D6;December;payments;Car Wash (UAU);80,61;UAU
8BF9AB05;November;payments;Optimizer miscalculation;42,76;Product UX/UI
BF6ED211;September;payments;Others;80,1;OPS Driver
76608046;August;general questions;Referral Program;8,74;OPS Driver
7C532352;November;bugs;App Crash;2,05;Product UX/UI
C5876A27;December;onboarding;App Download;5,28;OPS Driver
7371809A;July;onboarding;First Ride Guide;4,23;OPS Driver
A7E036E7;December;payments;Campaign;75,65;OPS Driver
61D38D66;July;general questions;App Navigation;6,04;OPS Driver
AA24A09C;October;general questions;App Navigation;7,35;OPS Driver
36D122C9;October;general questions;App Navigation;8,47;OPS Driver
0F61B575;December;payments;Campaign;16,82;OPS Driver
37D9B569;December;others;Miscellaneous;4,49;OPS Driver
D2863F5F;December;onboarding;First Ride Guide;3,77;OPS Driver
826CAA96;December;incentives;Bonus Eligibility;9,63;OPS Driver
D951D10C;August;others;Miscellaneous;6,32;OPS Driver
8D0E1893;December;incentives;Bonus Eligibility;9,87;OPS Driver
985037B4;October;payments;Miscalculation of road toll;197,31;Product UX/UI
78BDD49A;November;payments;Campaign;49,02;OPS Driver
1F403E5B;October;onboarding;First Ride Guide;9,33;OPS Driver
748D1D56;December;payments;Optimizer miscalculation;98,97;Product UX/UI
AAB44BE1;December;payments;Campaign;50,74;OPS Driver
936FFEF7;November;payments;Bugs;78,41;Product UX/UI
BD90A2B6;November;payments;Bugs;61,65;Product UX/UI
9CF0FBAA;November;general questions;Referral Program;0,62;OPS Driver
C3F8CBC5;August;payments;Campaign;95,34;OPS Driver
9F58003C;October;onboarding;ID Verification;5,27;OPS Driver
42FBFD37;December;general questions;Referral Program;2,95;OPS Driver
448BEEAC;August;card;Card Linking;8,85;OPS Driver
1345C068;November;payments;Bugs;106,47;Product UX/UI
60B58E84;October;payments;Campaign;38,16;OPS Driver
5D364791;October;payments;Improper collection of ride tax;10,15;Product UX/UI
57CEF1FC;October;card;Expired Card;6,82;OPS Driver
72B8A93A;December;onboarding;ID Verification;7,68;OPS Driver
3116CD08;October;onboarding;First Ride Guide;4,83;OPS Driver
EE5E65C7;December;onboarding;ID Verification;8,31;OPS Driver
2F87B62B;December;payments;Campaign;119,03;OPS Driver
AE984E59;September;others;Miscellaneous;6,6;OPS Driver
A53BE839;December;payments;Campaign;327,35;OPS Driver
B6D6EFF1;November;card;Card Linking;8,93;OPS Driver
40A3D974;October;payments;Campaign;78,67;OPS Driver
6E15ED93;December;incentives;Bonus Eligibility;5,58;OPS Driver
63FE5B8F;December;payments;Campaign;48,07;OPS Driver
F13A8F77;September;others;Miscellaneous;5,95;OPS Driver
4291BC02;December;general questions;Terms of Service;0,74;OPS Driver
85B2C064;December;payments;Campaign;36,01;OPS Driver
7E541762;July;incentives;Promo Code Not Working;8,64;OPS Driver
D5911330;August;card;Card Linking;7,15;OPS Driver
F3CA9A45;December;onboarding;ID Verification;5,88;OPS Driver
A4B7D02C;July;general questions;Referral Program;5,27;OPS Driver
DC3B431D;December;payments;Campaign;116,6;OPS Driver
017A57A8;October;others;Miscellaneous;2,61;OPS Driver
48273EC5;November;others;Miscellaneous;5,73;OPS Driver
F0593EFD;October;onboarding;ID Verification;2,52;OPS Driver
F47318ED;August;others;Miscellaneous;5,26;OPS Driver
2E3753FB;December;payments;Campaign;18,84;OPS Driver
9E89B263;July;card;Card Linking;5,85;OPS Driver
DC87C1E6;August;general questions;Referral Program;5,19;OPS Driver
0559DCE4;December;payments;Campaign;81,47;OPS Driver
2AFF04F9;December;payments;Others;119,59;OPS Driver
7E336CA9;November;payments;Campaign;58,98;OPS Driver
3E3AE7BF;July;onboarding;App Download;7,2;OPS Driver
E23F1B85;September;others;Miscellaneous;2,88;OPS Driver
2956F839;December;onboarding;ID Verification;5,79;OPS Driver
49780653;December;bugs;App Crash;1,1;Product UX/UI
CE2F8C7F;July;card;Expired Card;0,33;OPS Driver
69F24C94;October;card;Card Linking;8,64;OPS Driver
95DE202B;December;payments;Campaign;111,34;OPS Driver
66286802;November;payments;Optimizer miscalculation;334,63;Product UX/UI
7EFD6D0A;December;payments;Campaign;383,69;OPS Driver
37627590;July;general questions;Terms of Service;8,66;OPS Driver
A8607B03;October;payments;Others;10,39;OPS Driver
E72DFACF;December;payments;Campaign;158,42;OPS Driver
6ABE2351;November;payments;Improper collection of ride tax;10,51;Product UX/UI
248062B9;December;payments;Campaign;137,88;OPS Driver
FC9B3A7D;July;card;Expired Card;5,76;OPS Driver
0F3AB15D;October;others;Miscellaneous;2,63;OPS Driver
F58B0E43;August;onboarding;First Ride Guide;1,99;OPS Driver
05A166D1;July;onboarding;ID Verification;6,67;OPS Driver
53046961;September;payments;Not Validated PIN;46,55;Product UX/UI
802B250D;October;bugs;App Crash;1,17;Product UX/UI
AE0130F7;November;others;Miscellaneous;7,11;OPS Driver
D5B1C10A;November;onboarding;First Ride Guide;6,66;OPS Driver
B1ADB3A1;December;card;Expired Card;5,52;OPS Driver
7DD38F32;August;payments;Bugs;338,41;Product UX/UI
9690DC52;December;payments;Campaign;24,72;OPS Driver
5ACFFDEA;November;bugs;App Crash;6,93;Product UX/UI
BCF4E93A;December;feedbacks;Driver Compliment;5,62;OPS Driver
